timestamp,machine_id,temperature_c,pressure_bar,vibration_mm_s,energy_kwh,status
2026-08-07 12:00:00,M001,82.56,3.75,1.87,5.95,OK
2026-08-07 16:00:00,M001,78.32,3.5,1.19,6.87,OK
2026-08-07 20:00:00,M001,78.81,3.49,1.13,5.43,OK
2026-08-08 00:00:00,M001,80.17,3.81,1.57,6.99,OK
2026-08-08 04:00:00,M001,70.74,4.16,1.55,6.07,OK
2026-08-08 08:00:00,M001,79.81,3.85,1.51,4.02,OK
2026-08-08 12:00:00,M001,83.65,3.53,1.35,6.83,OK
2026-08-08 16:00:00,M001,82.87,3.8,1.93,6.08,OK
2026-08-08 20:00:00,M001,111.71,3.29,2.04,4.5,WARNING
2026-08-09 00:00:00,M001,70.64,3.6,1.58,5.68,OK
2026-08-09 04:00:00,M001,78.92,3.68,1.58,5.89,OK
2026-08-09 08:00:00,M001,82.45,3.85,,4.21,OK
2026-08-09 12:00:00,M001,76.68,3.93,1.29,4.91,OK
2026-08-09 16:00:00,M001,71.24,3.21,1.13,5.95,OK
2026-08-09 20:00:00,M001,85.29,3.78,1.94,5.16,OK
2026-08-10 00:00:00,M001,74.21,3.71,1.72,7.12,OK
2026-08-10 04:00:00,M001,81.02,3.76,0.67,6.17,OK
2026-08-10 08:00:00,M001,75.38,3.9,1.32,5.45,OK
2026-08-10 12:00:00,M001,71.27,4.06,1.27,6.39,OK
2026-08-10 16:00:00,M001,88.4,4.31,1.43,5.24,OK
2026-08-10 20:00:00,M001,78.52,3.87,1.07,3.14,OK
2026-08-11 00:00:00,M001,77.18,4.28,1.84,3.9,OK
2026-08-11 04:00:00,M001,79.58,3.95,1.26,6.33,OK
2026-08-11 08:00:00,M001,79.77,4.15,1.44,5.75,OK
2026-08-11 12:00:00,M001,80.8,3.58,1.67,6.35,OK
2026-08-11 16:00:00,M001,77.11,4.03,0.67,4.65,OK
2026-08-11 20:00:00,M001,83.13,3.62,0.8,1.49,OK
2026-08-12 00:00:00,M001,75.85,3.91,4.8,4.69,OK
2026-08-12 04:00:00,M001,81.99,3.62,1.76,7.01,OK
2026-08-12 08:00:00,M001,77.69,4.15,1.22,6.8,OK
2026-08-12 12:00:00,M001,76.84,3.56,1.22,5.59,OK
2026-08-12 16:00:00,M001,84.39,3.2,1.09,3.03,OK
2026-08-12 20:00:00,M001,77.38,3.76,1.48,3.84,OK
2026-08-13 00:00:00,M001,81.43,3.87,2.21,4.95,OK
2026-08-13 04:00:00,M001,72.43,3.57,1.37,5.45,OK
2026-08-13 08:00:00,M001,82.35,5.18,1.14,5.71,OK
2026-08-13 12:00:00,M001,74.15,3.84,0.82,6.65,OK
2026-08-13 16:00:00,M001,66.6,3.51,1.28,3.76,OK
2026-08-13 20:00:00,M001,74.46,3.85,2.04,3.58,OK
2026-08-14 00:00:00,M001,76.53,3.38,0.89,4.54,OK
2026-08-14 04:00:00,M001,69.78,3.92,1.17,6.58,OK
2026-08-14 08:00:00,M001,82.46,3.91,0.73,5.7,OK
2026-08-14 12:00:00,M001,80.88,3.59,0.89,5.91,OK
2026-08-14 16:00:00,M001,109.47,3.8,1.51,4.31,WARNING
2026-08-14 20:00:00,M001,73.45,3.19,2.04,8.11,OK
2026-08-15 00:00:00,M001,77.22,3.75,0.95,5.75,OK
2026-08-15 04:00:00,M001,88.91,3.84,1.26,4.88,OK
2026-08-15 08:00:00,M001,70.0,3.84,1.24,7.27,OK
2026-08-15 12:00:00,M001,81.59,3.88,1.05,5.26,OK
2026-08-15 16:00:00,M001,78.56,3.57,1.26,4.95,OK
2026-08-15 20:00:00,M001,76.04,3.15,1.71,5.38,OK
2026-08-16 00:00:00,M001,80.4,4.39,1.57,5.52,OK
2026-08-16 04:00:00,M001,84.91,3.67,1.23,4.48,OK
2026-08-16 08:00:00,M001,76.53,3.87,1.3,6.19,OK
2026-08-16 12:00:00,M001,67.05,3.55,1.03,4.81,OK
2026-08-16 16:00:00,M001,78.37,4.06,1.01,3.96,OK
2026-08-16 20:00:00,M001,78.58,3.97,0.99,5.04,OK
2026-08-17 00:00:00,M001,82.08,3.71,0.99,4.94,OK
2026-08-17 04:00:00,M001,74.04,4.16,1.51,5.97,OK
2026-08-17 08:00:00,M001,107.71,3.93,1.32,5.39,WARNING
2026-08-17 12:00:00,M001,67.41,4.05,7.51,3.83,WARNING
2026-08-17 16:00:00,M001,81.23,3.7,1.04,5.07,OK
2026-08-17 20:00:00,M001,87.58,4.08,1.03,6.08,OK
2026-08-18 00:00:00,M001,81.83,3.98,5.57,5.46,OK
2026-08-18 04:00:00,M001,87.06,4.23,1.94,5.36,OK
2026-08-18 08:00:00,M001,98.51,3.89,1.42,3.49,OK
2026-08-18 12:00:00,M001,78.71,3.86,1.42,4.81,OK
2026-08-18 16:00:00,M001,109.31,3.92,1.56,2.91,WARNING
2026-08-18 20:00:00,M001,78.84,3.58,0.97,5.47,OK
2026-08-19 00:00:00,M001,118.91,3.48,1.27,5.31,CRITICAL
2026-08-19 04:00:00,M001,75.51,3.87,1.24,5.34,OK
2026-08-19 08:00:00,M001,85.84,3.51,0.55,2.82,OK
2026-08-19 12:00:00,M001,84.72,3.13,1.56,6.93,OK
2026-08-19 16:00:00,M001,118.76,3.71,1.97,7.26,CRITICAL
2026-08-19 20:00:00,M001,78.18,3.83,1.55,8.87,OK
2026-08-20 00:00:00,M001,76.84,3.67,1.76,5.09,OK
2026-08-20 04:00:00,M001,80.77,3.31,1.67,3.87,OK
2026-08-20 08:00:00,M001,75.18,4.0,0.86,4.56,OK
2026-08-20 12:00:00,M001,73.61,3.98,1.43,2.78,OK
2026-08-20 16:00:00,M001,78.13,3.79,1.49,6.19,OK
2026-08-20 20:00:00,M001,80.09,4.11,1.23,2.05,OK
2026-08-21 00:00:00,M001,76.61,3.81,1.28,6.31,OK
2026-08-21 04:00:00,M001,70.97,3.89,1.44,4.87,OK
2026-08-21 08:00:00,M001,77.52,3.48,1.43,3.76,OK
2026-08-21 12:00:00,M001,75.54,4.04,1.86,6.78,OK
2026-08-21 16:00:00,M001,77.06,3.58,1.45,4.37,OK
2026-08-21 20:00:00,M001,80.72,3.74,1.43,5.06,OK
2026-08-22 00:00:00,M001,107.58,3.94,0.94,4.95,WARNING
2026-08-22 04:00:00,M001,81.1,4.1,1.52,4.62,OK
2026-08-22 08:00:00,M001,60.41,3.36,1.58,5.62,OK
2026-08-22 12:00:00,M001,76.23,4.36,1.4,5.54,OK
2026-08-22 16:00:00,M001,78.1,3.79,0.85,4.74,OK
2026-08-22 20:00:00,M001,77.24,3.77,1.49,5.79,OK
2026-08-23 00:00:00,M001,76.59,3.44,1.58,5.61,OK
2026-08-23 04:00:00,M001,80.52,3.95,0.84,5.45,OK
2026-08-23 08:00:00,M001,76.24,4.01,1.99,7.2,OK
2026-08-23 12:00:00,M001,82.48,3.83,1.45,6.04,OK
2026-08-23 16:00:00,M001,81.82,5.26,1.54,5.86,OK
2026-08-23 20:00:00,M001,85.86,3.67,0.74,3.8,OK
2026-08-24 00:00:00,M001,76.97,3.95,1.54,5.43,OK
2026-08-24 04:00:00,M001,76.83,3.25,1.41,5.05,OK
2026-08-24 08:00:00,M001,76.15,3.92,1.19,5.05,OK
2026-08-24 12:00:00,M001,82.04,3.56,1.79,5.89,OK
2026-08-24 16:00:00,M001,75.96,3.93,1.02,5.58,OK
2026-08-24 20:00:00,M001,90.88,3.45,1.99,5.23,OK
2026-08-25 00:00:00,M001,77.88,4.16,5.56,6.41,OK
2026-08-25 04:00:00,M001,85.88,3.78,1.32,3.71,OK
2026-08-25 08:00:00,M001,79.78,4.13,2.52,4.35,OK
2026-08-25 12:00:00,M001,80.81,3.81,1.44,4.56,OK
2026-08-25 16:00:00,M001,77.27,3.65,1.4,6.01,OK
2026-08-25 20:00:00,M001,78.31,4.19,1.6,6.22,OK
2026-08-26 00:00:00,M001,81.64,3.93,0.96,5.89,OK
2026-08-26 04:00:00,M001,82.85,4.17,1.29,3.67,OK
2026-08-26 08:00:00,M001,84.32,3.71,6.13,3.87,WARNING
2026-08-26 12:00:00,M001,77.73,3.73,2.11,4.93,OK
2026-08-26 16:00:00,M001,77.33,3.62,1.95,4.85,OK
2026-08-26 20:00:00,M001,78.21,3.8,2.09,2.27,OK
2026-08-27 00:00:00,M001,82.1,3.91,1.25,6.27,OK
2026-08-27 04:00:00,M001,80.01,3.66,1.68,5.18,OK
2026-08-27 08:00:00,M001,71.56,3.5,1.25,4.75,OK
2026-08-27 12:00:00,M001,90.94,4.25,1.24,4.62,OK
2026-08-27 16:00:00,M001,73.66,3.77,0.76,4.14,OK
2026-08-27 20:00:00,M001,101.29,4.01,1.08,5.81,WARNING
2026-08-28 00:00:00,M001,81.71,3.76,2.01,6.26,OK
2026-08-28 04:00:00,M001,88.45,3.49,1.03,6.83,OK
2026-08-28 08:00:00,M001,80.75,3.77,1.14,4.24,OK
2026-08-28 12:00:00,M001,80.14,4.02,1.2,4.83,OK
2026-08-28 16:00:00,M001,69.6,3.23,0.92,6.64,OK
2026-08-28 20:00:00,M001,82.56,3.57,1.61,5.93,OK
2026-08-29 00:00:00,M001,75.9,3.51,0.93,5.16,OK
2026-08-29 04:00:00,M001,81.5,3.95,2.02,6.58,OK
2026-08-29 08:00:00,M001,83.87,3.81,1.23,2.88,OK
2026-08-29 12:00:00,M001,86.23,3.6,1.52,4.18,OK
2026-08-29 16:00:00,M001,87.35,3.68,1.8,5.17,OK
2026-08-29 20:00:00,M001,78.07,3.59,1.66,5.83,OK
2026-08-30 00:00:00,M001,76.78,3.89,1.15,5.08,OK
2026-08-30 04:00:00,M001,77.56,4.09,6.0,2.63,OK
2026-08-30 08:00:00,M001,78.53,4.3,1.73,5.26,OK
2026-08-30 12:00:00,M001,79.94,4.01,0.77,4.26,OK
2026-08-30 16:00:00,M001,68.23,3.95,1.7,4.75,OK
2026-08-30 20:00:00,M001,64.76,3.71,0.93,6.02,OK
2026-08-31 00:00:00,M001,87.83,3.74,1.55,3.27,OK
2026-08-31 04:00:00,M001,78.54,3.4,1.49,6.21,OK
2026-08-31 08:00:00,M001,82.36,3.33,0.97,6.1,OK
2026-08-31 12:00:00,M001,80.99,3.96,2.48,4.79,OK
2026-08-31 16:00:00,M001,76.02,3.54,2.32,5.44,OK
2026-08-31 20:00:00,M001,77.39,3.94,0.88,5.47,OK
2026-09-01 00:00:00,M001,76.11,3.69,1.3,4.6,OK
2026-09-01 04:00:00,M001,76.75,3.89,0.95,6.65,OK
2026-09-01 08:00:00,M001,82.8,3.9,0.76,5.02,OK
2026-09-01 12:00:00,M001,80.11,4.16,1.89,1.61,OK
2026-09-01 16:00:00,M001,79.12,4.11,0.97,5.46,OK
2026-09-01 20:00:00,M001,75.94,3.91,0.65,7.29,OK
2026-09-02 00:00:00,M001,71.6,4.09,1.27,4.81,OK
2026-09-02 04:00:00,M001,79.93,3.96,1.4,5.67,OK
2026-09-02 08:00:00,M001,84.95,4.14,1.06,7.73,OK
2026-09-02 12:00:00,M001,77.56,3.74,1.56,6.73,OK
2026-09-02 16:00:00,M001,83.26,3.96,1.7,4.73,OK
2026-09-02 20:00:00,M001,79.83,3.77,1.22,1.5,OK
2026-09-03 00:00:00,M001,80.45,3.45,1.98,4.88,OK
2026-09-03 04:00:00,M001,77.12,3.65,1.27,5.66,OK
2026-09-03 08:00:00,M001,78.08,4.37,1.44,7.19,OK
2026-09-03 12:00:00,M001,74.38,3.91,1.8,5.1,OK
2026-09-03 16:00:00,M001,69.81,3.82,1.85,5.04,OK
2026-09-03 20:00:00,M001,89.13,3.43,1.24,7.1,OK
2026-09-04 00:00:00,M001,80.3,3.99,1.08,6.11,OK
2026-09-04 04:00:00,M001,75.57,3.79,1.15,3.77,OK
2026-09-04 08:00:00,M001,72.9,3.97,0.93,4.37,OK
2026-09-04 12:00:00,M001,77.59,3.92,0.56,5.0,OK
2026-09-04 16:00:00,M001,81.39,4.02,0.6,3.03,OK
2026-09-04 20:00:00,M001,77.07,3.31,0.89,1.75,OK
2026-08-01 00:00:00,M002,77.31,3.85,1.16,9.52,OK
2026-08-01 04:00:00,M002,77.96,3.29,0.66,10.16,OK
2026-08-01 08:00:00,M002,73.69,4.05,0.94,6.2,OK
2026-08-01 12:00:00,M002,66.38,3.53,0.8,7.9,OK
2026-08-01 16:00:00,M002,78.08,3.92,0.97,7.87,OK
2026-08-01 20:00:00,M002,69.52,3.55,0.57,8.53,OK
2026-08-02 00:00:00,M002,73.12,3.8,5.95,6.6,OK
2026-08-02 04:00:00,M002,75.95,4.01,0.97,9.0,OK
2026-08-02 08:00:00,M002,62.5,3.95,0.64,7.79,OK
2026-08-02 12:00:00,M002,70.57,3.81,1.21,8.73,OK
2026-08-02 16:00:00,M002,73.94,4.0,1.54,6.63,OK
2026-08-02 20:00:00,M002,75.19,3.66,0.88,8.69,OK
2026-08-03 00:00:00,M002,70.83,3.85,2.2,6.21,OK
2026-08-03 04:00:00,M002,74.45,3.9,1.5,8.57,OK
2026-08-03 08:00:00,M002,76.09,3.98,0.54,7.34,OK
2026-08-03 12:00:00,M002,79.64,3.27,1.42,8.35,OK
2026-08-03 16:00:00,M002,62.15,3.88,0.43,8.4,OK
2026-08-03 20:00:00,M002,70.75,3.59,1.54,8.98,OK
2026-08-04 00:00:00,M002,76.16,3.27,1.33,8.49,OK
2026-08-04 04:00:00,M002,83.21,4.01,0.75,8.61,OK
2026-08-04 08:00:00,M002,73.77,3.31,1.09,8.88,OK
2026-08-04 12:00:00,M002,76.04,3.53,0.92,6.54,OK
2026-08-04 16:00:00,M002,71.02,3.87,0.82,8.64,OK
2026-08-04 20:00:00,M002,66.36,3.37,0.82,6.84,OK
2026-08-05 00:00:00,M002,65.53,3.76,0.58,7.75,OK
2026-08-05 04:00:00,M002,83.73,3.6,1.14,9.57,OK
2026-08-05 08:00:00,M002,77.42,3.69,0.63,8.49,OK
2026-08-05 12:00:00,M002,67.53,3.98,0.47,7.55,OK
2026-08-05 16:00:00,M002,69.52,3.58,1.06,8.39,OK
2026-08-05 20:00:00,M002,67.01,3.58,1.4,6.7,OK
2026-08-06 00:00:00,M002,72.28,4.08,1.23,6.77,OK
2026-08-06 04:00:00,M002,75.79,3.59,1.39,7.41,OK
2026-08-06 08:00:00,M002,79.71,3.87,1.72,11.06,OK
2026-08-06 12:00:00,M002,70.33,3.56,0.61,7.08,OK
2026-08-06 16:00:00,M002,69.63,4.42,0.85,8.43,OK
2026-08-06 20:00:00,M002,75.7,3.38,1.12,6.99,OK
2026-08-07 00:00:00,M002,62.04,3.47,1.31,9.8,OK
2026-08-07 04:00:00,M002,79.3,3.3,1.03,8.67,OK
2026-08-07 08:00:00,M002,72.58,3.68,0.81,7.81,OK
2026-08-07 12:00:00,M002,72.17,3.74,0.26,8.91,OK
2026-08-07 16:00:00,M002,64.45,3.22,1.14,8.33,OK
2026-08-07 20:00:00,M002,78.88,3.83,0.93,5.81,OK
2026-08-08 00:00:00,M002,69.82,3.88,1.38,10.21,OK
2026-08-08 04:00:00,M002,74.51,3.43,1.2,9.03,OK
2026-08-08 08:00:00,M002,81.61,,0.8,8.35,OK
2026-08-08 12:00:00,M002,64.03,3.72,0.58,7.88,OK
2026-08-08 16:00:00,M002,114.7,3.88,1.22,7.51,WARNING
2026-08-08 20:00:00,M002,77.5,3.44,5.54,9.57,OK
2026-08-09 00:00:00,M002,72.36,3.77,1.38,7.67,OK
2026-08-09 04:00:00,M002,65.08,3.9,1.76,10.05,OK
2026-08-09 08:00:00,M002,71.93,3.74,0.23,8.66,OK
2026-08-09 12:00:00,M002,76.93,3.97,0.72,6.98,OK
2026-08-09 16:00:00,M002,66.46,3.83,0.85,7.05,OK
2026-08-09 20:00:00,M002,73.57,3.87,0.57,8.38,OK
2026-08-10 00:00:00,M002,70.32,3.84,1.25,4.84,OK
2026-08-10 04:00:00,M002,79.35,3.63,0.45,7.03,OK
2026-08-10 08:00:00,M002,73.94,3.42,0.8,7.12,OK
2026-08-10 12:00:00,M002,72.2,3.5,1.55,6.72,OK
2026-08-10 16:00:00,M002,70.83,3.51,0.52,8.45,OK
2026-08-10 20:00:00,M002,65.2,3.53,0.67,7.29,OK
2026-08-11 00:00:00,M002,65.34,3.55,1.12,7.11,OK
2026-08-11 04:00:00,M002,71.29,3.75,0.78,8.02,OK
2026-08-11 08:00:00,M002,75.41,3.69,0.86,9.3,OK
2026-08-11 12:00:00,M002,112.67,3.38,1.34,6.07,WARNING
2026-08-11 16:00:00,M002,106.72,3.72,0.93,7.4,WARNING
2026-08-11 20:00:00,M002,67.42,3.81,1.25,8.62,OK
2026-08-12 00:00:00,M002,75.74,3.69,0.82,11.0,OK
2026-08-12 04:00:00,M002,75.48,3.36,1.48,8.23,OK
2026-08-12 08:00:00,M002,67.9,4.16,1.3,8.33,OK
2026-08-12 12:00:00,M002,70.92,3.86,1.22,8.36,OK
2026-08-12 16:00:00,M002,67.55,3.35,1.26,5.22,OK
2026-08-12 20:00:00,M002,71.75,3.88,0.87,8.48,OK
2026-08-13 00:00:00,M002,69.25,3.79,1.4,9.13,OK
2026-08-13 04:00:00,M002,69.25,3.88,1.23,8.46,OK
2026-08-13 08:00:00,M002,80.01,4.43,1.18,9.04,OK
2026-08-13 12:00:00,M002,68.75,3.35,1.72,8.67,OK
2026-08-13 16:00:00,M002,79.04,3.71,1.24,8.11,OK
2026-08-13 20:00:00,M002,72.91,3.73,0.52,8.3,OK
2026-08-14 00:00:00,M002,76.25,3.81,0.57,8.53,OK
2026-08-14 04:00:00,M002,71.88,3.56,1.22,8.57,OK
2026-08-14 08:00:00,M002,74.69,3.91,1.38,7.37,OK
2026-08-14 12:00:00,M002,65.65,3.54,1.34,8.0,OK
2026-08-14 16:00:00,M002,70.23,3.77,1.19,8.94,OK
2026-08-14 20:00:00,M002,72.92,3.73,1.07,8.6,OK
2026-08-15 00:00:00,M002,70.17,3.73,1.02,8.57,OK
2026-08-15 04:00:00,M002,79.56,3.74,1.97,7.89,OK
2026-08-15 08:00:00,M002,75.46,3.93,1.16,9.85,OK
2026-08-15 12:00:00,M002,76.19,3.53,0.75,7.21,OK
2026-08-15 16:00:00,M002,73.9,3.9,0.69,7.05,OK
2026-08-15 20:00:00,M002,70.17,3.88,0.73,7.71,OK
2026-08-16 00:00:00,M002,80.72,3.87,1.27,9.84,OK
2026-08-16 04:00:00,M002,71.14,3.5,0.6,7.98,OK
2026-08-16 08:00:00,M002,76.62,3.84,1.27,7.89,OK
2026-08-16 12:00:00,M002,69.21,3.28,1.04,8.19,OK
2026-08-16 16:00:00,M002,77.85,3.48,0.63,8.38,OK
2026-08-16 20:00:00,M002,74.29,3.66,0.71,7.69,OK
2026-08-17 00:00:00,M002,79.62,3.64,0.85,8.87,OK
2026-08-17 04:00:00,M002,79.12,4.04,1.74,7.3,OK
2026-08-17 08:00:00,M002,70.97,3.34,1.07,7.42,OK
2026-08-17 12:00:00,M002,75.39,3.75,1.26,10.96,OK
2026-08-17 16:00:00,M002,67.78,4.11,0.66,7.09,OK
2026-08-17 20:00:00,M002,72.69,4.02,0.71,6.67,OK
2026-08-18 00:00:00,M002,66.31,3.53,1.01,9.74,OK
2026-08-18 04:00:00,M002,62.31,3.97,0.56,8.74,OK
2026-08-18 08:00:00,M002,62.33,3.52,1.09,8.11,OK
2026-08-18 12:00:00,M002,73.15,3.25,0.85,8.84,OK
2026-08-18 16:00:00,M002,74.85,2.95,0.52,10.6,OK
2026-08-18 20:00:00,M002,74.29,3.99,1.14,8.89,OK
2026-08-19 00:00:00,M002,79.07,3.32,1.21,9.71,OK
2026-08-19 04:00:00,M002,104.98,4.36,0.73,7.73,WARNING
2026-08-19 08:00:00,M002,72.05,3.81,0.83,10.66,OK
2026-08-19 12:00:00,M002,78.35,3.78,1.58,8.41,OK
2026-08-19 16:00:00,M002,76.24,4.27,0.92,8.84,OK
2026-08-19 20:00:00,M002,,3.84,0.14,10.1,OK
2026-08-20 00:00:00,M002,66.46,3.78,1.02,7.75,OK
2026-08-20 04:00:00,M002,79.47,3.92,6.61,8.11,WARNING
2026-08-20 08:00:00,M002,73.34,3.54,1.63,9.24,OK
2026-08-20 12:00:00,M002,75.21,3.42,0.16,8.52,OK
2026-08-20 16:00:00,M002,82.07,3.46,0.89,8.92,OK
2026-08-20 20:00:00,M002,72.28,3.49,1.35,7.02,OK
2026-08-21 00:00:00,M002,72.45,3.1,1.23,7.5,OK
2026-08-21 04:00:00,M002,78.17,3.33,0.82,9.16,OK
2026-08-21 08:00:00,M002,79.83,3.7,0.25,9.19,OK
2026-08-21 12:00:00,M002,68.42,3.6,0.96,7.57,OK
2026-08-21 16:00:00,M002,75.62,3.54,0.69,6.36,OK
2026-08-21 20:00:00,M002,71.54,3.49,1.66,6.3,OK
2026-08-22 00:00:00,M002,70.49,3.56,1.28,5.55,OK
2026-08-22 04:00:00,M002,72.04,3.74,1.49,10.87,OK
2026-08-22 08:00:00,M002,66.61,3.97,0.62,8.46,OK
2026-08-22 12:00:00,M002,65.84,3.47,1.14,9.54,OK
2026-08-22 16:00:00,M002,108.02,3.9,1.36,11.46,WARNING
2026-08-22 20:00:00,M002,71.54,3.61,1.25,7.35,OK
2026-08-23 00:00:00,M002,71.2,3.25,0.26,6.83,OK
2026-08-23 04:00:00,M002,70.7,3.52,0.86,9.93,OK
2026-08-23 08:00:00,M002,72.05,3.8,1.27,7.25,OK
2026-08-23 12:00:00,M002,78.03,5.25,1.76,7.28,OK
2026-08-23 16:00:00,M002,74.75,3.93,1.58,8.34,OK
2026-08-23 20:00:00,M002,70.41,3.99,1.92,8.19,OK
2026-08-24 00:00:00,M002,76.98,,1.44,8.92,OK
2026-08-24 04:00:00,M002,76.01,3.94,0.91,7.62,OK
2026-08-24 08:00:00,M002,74.84,3.57,1.04,10.06,OK
2026-08-24 12:00:00,M002,83.13,3.66,4.92,10.61,OK
2026-08-24 16:00:00,M002,71.51,4.0,1.25,8.63,OK
2026-08-24 20:00:00,M002,69.87,3.5,0.38,9.08,OK
2026-08-25 00:00:00,M002,72.62,3.91,1.01,7.76,OK
2026-08-25 04:00:00,M002,76.72,3.29,0.99,7.82,OK
2026-08-25 08:00:00,M002,63.72,3.92,1.61,10.13,OK
2026-08-25 12:00:00,M002,82.63,4.0,0.65,8.58,OK
2026-08-25 16:00:00,M002,85.58,3.87,1.62,8.56,OK
2026-08-25 20:00:00,M002,69.4,4.03,1.58,7.15,OK
2026-08-26 00:00:00,M002,76.52,3.96,1.06,10.03,OK
2026-08-26 04:00:00,M002,85.01,3.83,1.32,6.41,OK
2026-08-26 08:00:00,M002,64.65,3.97,0.81,10.03,OK
2026-08-26 12:00:00,M002,69.73,3.47,0.95,9.33,OK
2026-08-26 16:00:00,M002,71.2,3.62,0.29,7.53,OK
2026-08-26 20:00:00,M002,82.51,3.54,0.76,10.19,OK
2026-08-27 00:00:00,M002,80.98,4.08,0.7,8.29,OK
2026-08-27 04:00:00,M002,74.25,4.0,1.51,7.95,OK
2026-08-27 08:00:00,M002,77.16,3.69,0.64,7.19,OK
2026-08-27 12:00:00,M002,71.65,3.79,1.99,7.07,OK
2026-08-27 16:00:00,M002,70.08,3.71,0.8,8.66,OK
2026-08-27 20:00:00,M002,69.18,3.54,0.89,6.63,OK
2026-08-28 00:00:00,M002,72.86,3.71,0.77,9.17,OK
2026-08-28 04:00:00,M002,73.02,3.8,1.66,8.95,OK
2026-08-28 08:00:00,M002,73.11,3.96,0.76,6.56,OK
2026-08-28 12:00:00,M002,80.65,3.24,0.52,7.1,OK
2026-08-28 16:00:00,M002,78.99,3.84,1.09,8.81,OK
2026-08-28 20:00:00,M002,78.4,4.01,1.12,8.13,OK
2026-08-29 00:00:00,M002,73.65,3.7,1.31,8.25,OK
2026-08-29 04:00:00,M002,74.79,3.75,1.45,7.04,OK
2026-08-29 08:00:00,M002,75.12,3.57,0.88,7.25,OK
2026-08-29 12:00:00,M002,68.37,3.39,1.72,7.79,OK
2026-08-29 16:00:00,M002,73.04,4.33,1.59,7.32,OK
2026-08-29 20:00:00,M002,79.32,4.0,1.45,7.78,OK
2026-08-30 00:00:00,M002,76.18,3.62,0.38,8.48,OK
2026-08-30 04:00:00,M002,75.88,3.9,1.38,7.51,OK
2026-08-30 08:00:00,M002,71.51,3.54,0.3,10.44,OK
2026-08-30 12:00:00,M002,77.1,3.65,0.97,7.83,OK
2026-08-30 16:00:00,M002,76.55,3.46,1.63,7.55,OK
2026-08-30 20:00:00,M002,74.69,3.72,1.01,7.65,OK
2026-08-31 00:00:00,M002,70.29,3.58,1.47,9.15,OK
2026-08-31 04:00:00,M002,71.0,3.65,1.42,9.39,OK
2026-08-31 08:00:00,M002,82.85,3.23,1.14,6.69,OK
2026-08-31 12:00:00,M002,71.55,3.72,0.82,6.59,OK
2026-08-31 16:00:00,M002,66.51,3.79,1.3,7.1,OK
2026-08-31 20:00:00,M002,83.84,3.3,2.03,7.24,OK
